BenchTaxonName,BenchTaxonNameReferenceCode,TaxonConceptState,BiologicalCommunity,AlgalGroup,BenchTaxonProvisional,BenchTaxonHybrid,BU_ID,NADED_ID,BiodataTaxonName,BiodataCommonName,BiodataShortName,BiodataTaxonProvisional,BiodataTaxonHybrid,PublishedTaxonName,PublishedTaxonAuthority,ITIS_TSN,ITIS_MatchCode,PublishedSortOrder,PublishedTaxonLevel,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Variety,Form,TaxonVersionNumber
Brachycercus harrisella,"Sun and McCafferty, 2008",Current,Invertebrates,"",N,N,"Brachycercus harrisella Curtis sensu Sun and McCafferty, 2008","",Brachycercus harrisella,"",Br_harr688,N,N,Brachycercus harrisella,Curtis,101469,Automated Exact Match,2001704,Species,Brachycercus harrisella Curtis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus harrisella,"","","",16.4
Brachycercus magnus,"",Retired,Invertebrates,"",N,N,Brachycercus magnus Tshernova,"",Brachycercus harrisella,"",Br_harr688,N,N,Brachycercus harrisella,Curtis,101469,Automated Exact Match,2001705,Species,Brachycercus harrisella Curtis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus harrisella,"","","",16.4
Caenis harrisella,"",Retired,Invertebrates,"",N,N,Caenis harrisella (Curtis),"",Brachycercus harrisella,"",Br_harr688,N,N,Brachycercus harrisella,Curtis,101469,Automated Exact Match,2001706,Species,Brachycercus harrisella Curtis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus harrisella,"","","",16.4
Caenis pennata,"",Retired,Invertebrates,"",N,N,Caenis pennata Stephens,"",Brachycercus harrisella,"",Br_harr688,N,N,Brachycercus harrisella,Curtis,101469,Automated Exact Match,2001707,Species,Brachycercus harrisella Curtis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus harrisella,"","","",16.4
Eurycaenis harrisella,"",Retired,Invertebrates,"",N,N,Eurycaenis harrisella (Curtis),"",Brachycercus harrisella,"",Br_harr688,N,N,Brachycercus harrisella,Curtis,101469,Automated Exact Match,2001708,Species,Brachycercus harrisella Curtis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Brachycercus,"",Brachycercus harrisella,"","","",16.4
Caenis,"",Current,Invertebrates,"",N,N,Caenis sp.,"",Caenis,"",Caeni_492,N,N,Caenis,"",101478,Automated Exact Match,2001709,Genus,Caenis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"","","","","",16.4
Caenis,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Caenis sp. sensu Waltz and Burian, 2008","",Caenis,"",Caeni_492,N,N,Caenis,"",101478,Automated Exact Match,2001710,Genus,Caenis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"","","","","",16.4
Caenis,"McCafferty and others, 2017",Current,Invertebrates,"",N,N,"Caenis sp. sensu McCafferty and others, 2017","",Caenis,"",Caeni_492,N,N,Caenis,"",101478,Automated Exact Match,2001711,Genus,Caenis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"","","","","",16.4
Caenis cf. anceps,"",Current,Invertebrates,"",Y,N,Caenis cf. anceps Traver,"",Caenis,"",Caeni_492,N,N,Caenis,"",101478,Automated Exact Match,2001712,Genus,Caenis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"","","","","",16.4
Caenis sp. nr. diminuta,"",Current,Invertebrates,"",Y,N,Caenis sp. nr. diminuta Walker,"",Caenis,"",Caeni_492,N,N,Caenis,"",101478,Automated Exact Match,2001713,Genus,Caenis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"","","","","",16.4
Caenis sp. nr. latipennis,"",Current,Invertebrates,"",Y,N,Caenis sp. nr. latipennis Banks,"",Caenis,"",Caeni_492,N,N,Caenis,"",101478,Automated Exact Match,2001714,Genus,Caenis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"","","","","",16.4
Caenis diminuta group,"",Current,Invertebrates,"",Y,N,Caenis diminuta group,"",Caenis diminuta group,"",Caeni_495,Y,N,Caenis,"",101478,Automated Exact Match,2001715,Genus,Caenis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"","","","","",16.4
Caenis hilaris group,"",Current,Invertebrates,"",Y,N,Caenis hilaris group,"",Caenis hilaris group,"",Caeni_496,Y,N,Caenis,"",101478,Automated Exact Match,2001716,Genus,Caenis,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"","","","","",16.4
Caenis amica,"",Current,Invertebrates,"",N,N,Caenis amica Hagen,"",Caenis amica,"",Ca_amic497,N,N,Caenis amica,Hagen,101480,Automated Exact Match,2001717,Species,Caenis amica Hagen,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis amica,"","","",16.4
Caenis simulans,"",Retired,Invertebrates,"",N,N,Caenis simulans McDunnough,"",Caenis amica,"",Ca_amic497,N,N,Caenis amica,Hagen,101480,Automated Exact Match,2001718,Species,Caenis amica Hagen,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis amica,"","","",16.4
Caenis anceps,"",Current,Invertebrates,"",N,N,Caenis anceps Traver,"",Caenis anceps,"",Ca_ance498,N,N,Caenis anceps,Traver,101481,Automated Exact Match,2001719,Species,Caenis anceps Traver,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis anceps,"","","",16.4
Caenis bajaensis,"",Current,Invertebrates,"",N,N,Caenis bajaensis Allen and Murvosh,"",Caenis bajaensis,"",Ca_baja595,N,N,Caenis bajaensis,Allen and Murvosh,568626,Automated Exact Match,2001720,Species,Caenis bajaensis Allen and Murvosh,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis bajaensis,"","","",16.4
Caenis diminuata,"",Retired,Invertebrates,"",N,N,Caenis diminuata Walker,"",Caenis diminuta,"",Ca_dimi499,N,N,Caenis diminuta,Walker,101483,Automated Exact Match,2001721,Species,Caenis diminuta Walker,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis diminuta,"","","",16.4
Caenis diminuta,"",Current,Invertebrates,"",N,N,Caenis diminuta Walker,"",Caenis diminuta,"",Ca_dimi499,N,N,Caenis diminuta,Walker,101483,Automated Exact Match,2001722,Species,Caenis diminuta Walker,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis diminuta,"","","",16.4
Caenis diminuta,"McCafferty and others, 2017",Current,Invertebrates,"",N,N,"Caenis diminuta Walker sensu McCafferty and others, 2017","",Caenis diminuta,"",Ca_dimi499,N,N,Caenis diminuta,Walker,101483,Automated Exact Match,2001723,Species,Caenis diminuta Walker,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis diminuta,"","","",16.4
Caenis eglinensis,"",Current,Invertebrates,"",N,N,Caenis eglinensis Pescador and Richard,"",Caenis eglinensis,"","",N,N,Caenis eglinensis,"Pescador and Richard, 2006",776958,exact match,2001724,Species,"Caenis eglinensis Pescador and Richard, 2006",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis eglinensis,"","","",16.4
Caenis hilaris,"",Current,Invertebrates,"",N,N,Caenis hilaris (Say),"",Caenis hilaris,"",Ca_hila500,N,N,Caenis hilaris,(Say),101486,Automated Exact Match,2001725,Species,Caenis hilaris (Say),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis hilaris,"","","",16.4
Ephemera hilaris,"",Retired,Invertebrates,"",N,N,Ephemera hilaris Say,"",Caenis hilaris,"",Ca_hila500,N,N,Caenis hilaris,(Say),101486,Automated Exact Match,2001726,Species,Caenis hilaris (Say),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis hilaris,"","","",16.4
Caenis delicata,"",Retired,Invertebrates,"",N,N,Caenis delicata Traver,"",Caenis latipennis,"",Ca_lati501,N,N,Caenis latipennis,Banks,101488,Automated Exact Match,2001727,Species,Caenis latipennis Banks,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis latipennis,"","","",16.4
Caenis forcipata,"",Retired,Invertebrates,"",N,N,Caenis forcipata McDunnough,"",Caenis latipennis,"",Ca_lati501,N,N,Caenis latipennis,Banks,101488,Automated Exact Match,2001728,Species,Caenis latipennis Banks,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis latipennis,"","","",16.4
Caenis gigas,"",Retired,Invertebrates,"",N,N,Caenis gigas Burks,"",Caenis latipennis,"",Ca_lati501,N,N,Caenis latipennis,Banks,101488,Automated Exact Match,2001729,Species,Caenis latipennis Banks,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis latipennis,"","","",16.4
Caenis jocosa,"",Retired,Invertebrates,"",N,N,Caenis jocosa McDunnough,"",Caenis latipennis,"",Ca_lati501,N,N,Caenis latipennis,Banks,101488,Automated Exact Match,2001730,Species,Caenis latipennis Banks,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis latipennis,"","","",16.4
Caenis latipennis,"",Current,Invertebrates,"",N,N,Caenis latipennis Banks,"",Caenis latipennis,"",Ca_lati501,N,N,Caenis latipennis,Banks,101488,Automated Exact Match,2001731,Species,Caenis latipennis Banks,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis latipennis,"","","",16.4
Caenis macafferti,"",Current,Invertebrates,"",N,N,Caenis macafferti Provonsha,"",Caenis macafferti,"",Ca_maca502,N,N,Caenis macafferti,Provonsha,568670,Automated Exact Match,2001732,Species,Caenis macafferti Provonsha,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis macafferti,"","","",16.4
Caenis maccafferti,"",Retired,Invertebrates,"",N,N,Caenis maccafferti Provonsha,"",Caenis macafferti,"",Ca_maca502,N,N,Caenis macafferti,Provonsha,568670,Automated Exact Match,2001733,Species,Caenis macafferti Provonsha,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis macafferti,"","","",16.4
Caenis punctata,"",Current,Invertebrates,"",N,N,Caenis punctata McDunnough,"",Caenis punctata,"",Ca_punc503,N,N,Caenis punctata,McDunnough,101489,Automated Exact Match,2001734,Species,Caenis punctata McDunnough,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis punctata,"","","",16.4
Caenis tardata,"",Current,Invertebrates,"",N,N,Caenis tardata McDunnough,"",Caenis tardata,"",Ca_tard504,N,N,Caenis tardata,McDunnough,101479,Automated Exact Match,2001735,Species,Caenis tardata McDunnough,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis tardata,"","","",16.4
Caenis youngi,"",Current,Invertebrates,"",N,N,Caenis youngi Roemhild,"",Caenis youngi,"",Ca_youn505,N,N,Caenis youngi,Roemhild,568627,Automated Exact Match,2001736,Species,Caenis youngi Roemhild,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenis,"",Caenis youngi,"","","",16.4
Caenodes,"",Current,Invertebrates,"",N,N,Caenodes sp.,"",Caenodes,"",Caeno_2711,N,N,Caenodes,"",101467,Automated Parent Match @ Family,2001737,Genus,Caenodes,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenodes,"","","","","",16.4
Caenodes,"Waltz and Burian, 2008",Current,Invertebrates,"",N,N,"Caenodes sp. sensu Waltz and Burian, 2008","",Caenodes,"",Caeno_2711,N,N,Caenodes,"",101467,Automated Parent Match @ Family,2001738,Genus,Caenodes,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenodes,"","","","","",16.4
Caenodes nigropunctata,"",Current,Invertebrates,"",N,N,Caenodes nigropunctata (Klapálek),"",Caenodes nigropunctata,"",Ca_nigr712,N,N,Caenodes nigropunctata,(Klapálek),101467,Automated Parent Match @ Family,2001739,Species,Caenodes nigropunctata (Klapálek),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Caenodes,"",Caenodes nigropunctata,"","","",16.4
Cercobrachys,"",Retired,Invertebrates,"",N,N,Cercobrachys sp.,"",Cercobrachys,"",Cerco_506,N,N,Cercobrachys,"",568556,Automated Exact Match,2001740,Genus,Cercobrachys,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Cercobrachys,"","","","","",16.4
Cercobrachys,"Sun and McCafferty, 2008",Current,Invertebrates,"",N,N,"Cercobrachys sp. sensu Sun and McCafferty, 2008","",Cercobrachys,"",Cerco_506,N,N,Cercobrachys,"",568556,Automated Exact Match,2001741,Genus,Cercobrachys,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Cercobrachys,"","","","","",16.4
Cercobrachys etowah,"",Current,Invertebrates,"",N,N,Cercobrachys etowah Soldán,"",Cercobrachys etowah,"","",N,N,Cercobrachys etowah,"Soldán, 1986",609591,exact match,2001742,Species,"Cercobrachys etowah Soldán, 1986",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Cercobrachys,"",Cercobrachys etowah,"","","",16.4
Cercobrachys etowha,"",Retired,Invertebrates,"",N,N,Cercobrachys etowha Soldán,"",Cercobrachys etowah,"","",N,N,Cercobrachys etowah,"Soldán, 1986",609591,exact match,2001743,Species,"Cercobrachys etowah Soldán, 1986",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Cercobrachys,"",Cercobrachys etowah,"","","",16.4
Cercobrachys serpentis,"",Current,Invertebrates,"",N,N,Cercobrachys serpentis Soldan,"",Cercobrachys serpentis,"",Ce_serp507,N,N,Cercobrachys serpentis,Soldan,568628,Automated Exact Match,2001744,Species,Cercobrachys serpentis Soldan,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Cercobrachys,"",Cercobrachys serpentis,"","","",16.4
Sparbarus,"",Current,Invertebrates,"",N,N,Sparbarus sp.,"",Sparbarus,"",Sparb_4685,N,N,Sparbarus,"",776922,Automated Exact Match,2001745,Genus,Sparbarus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"","","","","",16.4
Sparbarus,"Sun and McCafferty, 2008",Current,Invertebrates,"",N,N,"Sparbarus sp. sensu Sun and McCafferty, 2008","",Sparbarus,"",Sparb_4685,N,N,Sparbarus,"",776922,Automated Exact Match,2001746,Genus,Sparbarus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"","","","","",16.4
Brachycercus flavus,"",Retired,Invertebrates,"",N,N,Brachycercus flavus Traver,"",Sparbarus flavus,"","",N,N,Sparbarus flavus,"(Traver, 1935)",776966,exact match,2001747,Species,"Sparbarus flavus (Traver, 1935)",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus flavus,"","","",16.4
Sparbarus flavus,"",Retired,Invertebrates,"",N,N,Sparbarus flavus (Traver),"",Sparbarus flavus,"","",N,N,Sparbarus flavus,"(Traver, 1935)",776966,exact match,2001748,Species,"Sparbarus flavus (Traver, 1935)",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus flavus,"","","",16.4
Brachycercus idei,"",Retired,Invertebrates,"",N,N,Brachycercus idei (Lestage),"",Sparbarus lacustris,"",Sp_lacu690,N,N,Sparbarus lacustris,(Needham),776967,Automated Exact Match,2001749,Species,Sparbarus lacustris (Needham),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus lacustris,"","","",16.4
Brachycercus lacustris,"",Retired,Invertebrates,"",N,N,Brachycercus lacustris (Needham),"",Sparbarus lacustris,"",Sp_lacu690,N,N,Sparbarus lacustris,(Needham),776967,Automated Exact Match,2001750,Species,Sparbarus lacustris (Needham),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus lacustris,"","","",16.4
Caenis lacustris,"",Retired,Invertebrates,"",N,N,Caenis lacustris Needham,"",Sparbarus lacustris,"",Sp_lacu690,N,N,Sparbarus lacustris,(Needham),776967,Automated Exact Match,2001751,Species,Sparbarus lacustris (Needham),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus lacustris,"","","",16.4
Eurycaenis idei,"",Retired,Invertebrates,"",N,N,Eurycaenis idei Lestage,"",Sparbarus lacustris,"",Sp_lacu690,N,N,Sparbarus lacustris,(Needham),776967,Automated Exact Match,2001752,Species,Sparbarus lacustris (Needham),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus lacustris,"","","",16.4
Eurycaenis lacustris,"",Retired,Invertebrates,"",N,N,Eurycaenis lacustris (Needham),"",Sparbarus lacustris,"",Sp_lacu690,N,N,Sparbarus lacustris,(Needham),776967,Automated Exact Match,2001753,Species,Sparbarus lacustris (Needham),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus lacustris,"","","",16.4
Eurycaenis pallida,"",Retired,Invertebrates,"",N,N,Eurycaenis pallida Ide,"",Sparbarus lacustris,"",Sp_lacu690,N,N,Sparbarus lacustris,(Needham),776967,Automated Exact Match,2001754,Species,Sparbarus lacustris (Needham),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus lacustris,"","","",16.4
Sparbarus lacustris,"",Current,Invertebrates,"",N,N,Sparbarus lacustris (Needham),"",Sparbarus lacustris,"",Sp_lacu690,N,N,Sparbarus lacustris,(Needham),776967,Automated Exact Match,2001755,Species,Sparbarus lacustris (Needham),Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus lacustris,"","","",16.4
Brachycercus maculatus,"",Retired,Invertebrates,"",N,N,Brachycercus maculatus Berner,"",Sparbarus maculatus,"","",N,N,Sparbarus maculatus,"(Berner, 1946)",776969,exact match,2001756,Species,"Sparbarus maculatus (Berner, 1946)",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus maculatus,"","","",16.4
Brachycercus pini,"",Retired,Invertebrates,"",N,N,Brachycercus pini Soldán,"",Sparbarus maculatus,"","",N,N,Sparbarus maculatus,"(Berner, 1946)",776969,exact match,2001757,Species,"Sparbarus maculatus (Berner, 1946)",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus maculatus,"","","",16.4
Sparbarus maculatus,"",Current,Invertebrates,"",N,N,Sparbarus maculatus (Berner),"",Sparbarus maculatus,"","",N,N,Sparbarus maculatus,"(Berner, 1946)",776969,exact match,2001758,Species,"Sparbarus maculatus (Berner, 1946)",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus maculatus,"","","",16.4
Brachycercus nasutus,"",Retired,Invertebrates,"",N,N,Brachycercus nasutus Soldán,"",Sparbarus nasutus,"",Sp_nasu689,N,N,Sparbarus nasutus,"(Soldán, 1986)",776971,exact match,2001759,Species,"Sparbarus nasutus (Soldán, 1986)",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus nasutus,"","","",16.4
Sparbarus nasutus,"",Current,Invertebrates,"",N,N,Sparbarus nasutus Soldán,"",Sparbarus nasutus,"",Sp_nasu689,N,N,Sparbarus nasutus,"(Soldán, 1986)",776971,exact match,2001760,Species,"Sparbarus nasutus (Soldán, 1986)",Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Sparbarus,"",Sparbarus nasutus,"","","",16.4
Susperatus,"",Current,Invertebrates,"",N,N,Susperatus sp.,"",Susperatus,"",Suspe_4686,N,N,Susperatus,"",776923,Automated Exact Match,2001761,Genus,Susperatus,Arthropoda,Uniramia,"",Insecta,Pterygota,Paleoptera,"",Ephemeroptera,Furcatergalia,Pannota,Caenoidea,Caenidae,"","",Susperatus,"","","","","",16.4
